,Unnamed: 0,ratings,action,categories,dislikes,likes,durations,view_cnts,years,months,days,hours,minutes,weekdays,link,titles,source,query,datetime
33,32,,Visited,"[['/Computers & Electronics/Programming', 0.6800000071525574], ['/Science/Computer Science', 0.6800000071525574]]",,,,,2019,10,28,17,18,0,,,search,cp.plot function | R Documentation,2019-10-28 17:18:00
32,31,,Visited,"[['/Science/Mathematics/Statistics', 0.9900000095367432]]",,,,,2019,10,28,17,21,0,,,search,Bivariate analysis,2019-10-28 17:21:00
31,30,,Searched,"[['/Arts & Entertainment/Movies', 0.5799999833106995]]",,,,,2019,10,28,17,23,0,,,search,cp plot,2019-10-28 17:23:00
30,29,,Searched,"[['/Reference', 0.6800000071525574]]",,,,,2019,10,28,17,24,0,,,search,cp statistics calculator,2019-10-28 17:24:00
29,28,,Visited,[],,,,,2019,10,28,17,24,0,,,search,Process Capability Index Calculator | Cp and Cpk Calculation,2019-10-28 17:24:00
28,27,,Searched,"[['/Computers & Electronics', 0.5899999737739563]]",,,,,2019,10,28,17,24,0,,,search,cp plot excel,2019-10-28 17:24:00
27,26,,Visited,"[['/Business & Industrial', 0.6299999952316284]]",,,,,2019,10,28,17,24,0,,,search,Cp Cpk | Pp Ppk | Process Capability Analysis in Excel - QI Macros,2019-10-28 17:24:00
26,25,,Visited,"[['/Computers & Electronics/Software/Business & Productivity Software', 0.8199999928474426]]",,,,,2019,10,28,17,25,0,,,search,Cp Cpk Template for Excel - Just Drop In Your Data | QI Macros,2019-10-28 17:25:00
25,24,,Searched,"[['/Reference/General Reference', 0.5]]",,,,,2019,10,28,17,28,0,,,search,How to make a cp plot in excel,2019-10-28 17:28:00
24,23,,Visited,"[['/Business & Industrial', 0.7599999904632568]]",,,,,2019,10,28,17,28,0,,,search,Process Capability - CPK - CP - PPM - Normal Distribution - Excel ...,2019-10-28 17:28:00
23,22,,Visited,"[['/Computers & Electronics', 0.6899999976158142]]",,,,,2019,10,28,17,29,0,,,search,"Example 55.5: Creating a Cp Plot - SAS OnlineDoc, V8",2019-10-28 17:29:00
22,21,,Searched,[],,,,,2019,10,28,17,30,0,,,search,cpgram in r,2019-10-28 17:30:00
21,20,,Visited,[],,,,,2019,10,28,17,30,0,,,search,https://www.rdocumentation.org/packages/stats/versions/3.6.1/topics/cpgram,2019-10-28 17:30:00
20,19,,Searched,[],,,,,2019,10,28,17,36,0,,,search,forward selection in r,2019-10-28 17:36:00
19,18,,Visited,"[['/Science/Mathematics/Statistics', 0.8500000238418579]]",,,,,2019,10,28,17,36,0,,,search,Forward Selection - Stepwise Regression with R - YouTube,2019-10-28 17:36:00
18,17,,Searched,"[['/Science/Mathematics/Statistics', 0.9399999976158142]]",,,,,2019,10,28,19,34,0,,,search,how to find a subset of the covariates,2019-10-28 19:34:00
17,16,,Searched,"[['/Science/Mathematics/Statistics', 0.7400000095367432]]",,,,,2019,10,28,20,2,0,,,search,best subsets regression in r,2019-10-28 20:02:00
16,15,,Visited,"[['/Science', 0.8999999761581421]]",,,,,2019,10,28,20,11,0,,,search,Best Subsets Regression Essentials in R - Articles - STHDA,2019-10-28 20:11:00
15,14,,Searched,[],,,,,2019,10,28,20,12,0,,,search,how to load r package,2019-10-28 20:12:00
14,13,,Visited,[],,,,,2019,10,28,20,12,0,,,search,R Packages - Quick-R,2019-10-28 20:12:00
13,12,,Visited,"[['/Jobs & Education/Education', 0.7300000190734863], ['/Science/Mathematics', 0.6299999952316284]]",,,,,2019,10,28,20,18,0,,,search,Best Subset Regression in R | educational research techniques,2019-10-28 20:18:00
12,11,,Visited,"[['/Internet & Telecom', 0.8500000238418579]]",,,,,2019,10,28,20,31,0,,,search,Google Search,2019-10-28 20:31:00
11,10,,Searched,"[['/Arts & Entertainment', 0.7699999809265137], ['/People & Society', 0.6800000071525574]]",,,,,2019,10,28,20,31,0,,,search,werewolf actor from wizards of waverly place,2019-10-28 20:31:00
10,9,,Searched,"[['/Sports/Team Sports', 0.5]]",,,,,2019,10,28,20,31,0,,,search,gregg sulkin,2019-10-28 20:31:00
9,8,,Searched,"[['/Science/Biological Sciences', 0.7699999809265137]]",,,,,2019,10,28,21,18,0,,,search,Ultraviolet (UV) radiation is mutagenic.   a) What type of DNA lesion does UV cause?   b) How do UV-induced DNA lesions lead to a mutation?   c) Identify and describe 2 DNA repair mechanisms that remove UV-induced DNA lesions.,2019-10-28 21:18:00
8,7,,Visited,"[['/Science', 0.6499999761581421]]",,,,,2019,10,28,21,20,0,,,search,Solved: Ultraviolet (UV) radiation is mutagenic.a. What kind of ...,2019-10-28 21:20:00
7,6,,Searched,"[['/Science/Biological Sciences', 0.9599999785423279]]",,,,,2019,10,29,12,42,1,,,search,"Several types of mutation have been taught this lecture.  These include (1) promoter mutation, (2) splice site mutation, (3) missense mutation, (4) frameshift mutation, and (5) nonsense mutation.  Match the following mutation descriptions with the type(s) of mutations listed above.  More than one mutation type might match a description.   A mutation that changes several amino acids in a protein and results in a protein that is shorter than the wild-type product.   A mutation that produces about 5% of the wild-type amount of an mRNA.  A mutation that produces a mutant protein that differs from the wild-type protein at one amino acid position.  A mutation that produces protein that is shorter than the wild-type protein but does not have any amino acid changes in the portion produced.   A null mutation that does not produce any functional protein product.",2019-10-29 12:42:00
6,5,,Visited,[],,,,,2019,10,29,12,42,1,,,search,Solved: Several Types Of Mutation Have Been Taught This Le ...,2019-10-29 12:42:00
5,4,,Searched,"[['/Science/Biological Sciences', 0.75]]",,,,,2019,10,29,12,50,1,,,search,"A 1-ml sample of the bacterium E.coli is exposed to ultraviolet light.  The sample is used to inoculate a 500-ml flask of complete medium that allows growth of all bacterial cells.  The 500-ml culture is grown on the benchtop, and two equal size samples are removed and plated on identical complete-medium growth plates.  Plate 1 is immediately wrapped in a dark cloth, but plate 2 is not covered. Both plates are left at room temp. for 36 hours and then examined.  Plate 2 is see to contain many more growing colonies than plate 1.  Thinking about DNA repair processes, how do you explain this observation?",2019-10-29 12:50:00
4,3,,Visited,"[['/Health', 0.6800000071525574]]",,,,,2019,10,29,12,50,1,,,search,Solved: A 1-mL sample of the bacterium E. coli is exposed to ul ...,2019-10-29 12:50:00
3,2,,Searched,"[['/Science', 0.7200000286102295]]",,,,,2019,10,29,12,52,1,,,search,The fluctuation test performed by Luria and Delbruck is consistent with the random mutation hypothesis.  Briefly describe their experiment and identify how the results match the prediction of the random mutation hypothesis.  What would have to be different about the experimental results for them to agree with the prediction of the adaptive mutation hypothesis?,2019-10-29 12:52:00
2,1,,Searched,"[['/Science', 0.7200000286102295]]",,,,,2019,10,29,14,3,1,,,search,The fluctuation test performed by Luria and Delbruck is consistent with the random mutation hypothesis.  Briefly describe their experiment and identify how the results match the prediction of the random mutation hypothesis.  What would have to be different about the experimental results for them to agree with the prediction of the adaptive mutation hypothesis?,2019-10-29 14:03:00
1,0,,Visited,"[['/People & Society', 0.7599999904632568]]",,,,,2019,10,29,14,4,1,,,search,Salvador Luria and Max Delbrück on Random Mutation and ... - NCBI,2019-10-29 14:04:00
