,Unnamed: 0,ratings,action,categories,dislikes,likes,durations,view_cnts,years,months,days,hours,minutes,weekdays,link,titles,source,query,datetime
214,195,,Searched,[],,,,,2019,9,8,21,44,6,,,search,este vs esto,2019-09-08 21:44:00
213,194,,Visited,[],,,,,2019,9,8,21,44,6,,,search,"Este o Esto. Which one to use, when, where, why? - Spanish ...",2019-09-08 21:44:00
212,193,,Searched,[],,,,,2019,9,8,21,44,6,,,search,english to spanish,2019-09-08 21:44:00
211,192,,Visited,[],,,,,2019,9,9,21,9,0,,,search,Google Search,2019-09-09 21:09:00
209,190,,Searched,[],,,,,2019,9,10,15,10,1,,,search,latin american immigration United States impact on the sciences,2019-09-10 15:10:00
210,191,,Searched,[],,,,,2019,9,10,15,10,1,,,search,latin american immigration United States sciences,2019-09-10 15:10:00
206,187,,Visited,[],,,,,2019,9,10,15,11,1,,,search,A dozen facts about immigration - Brookings Institution,2019-09-10 15:11:00
207,188,,Searched,[],,,,,2019,9,10,15,11,1,,,search,"latin american immigration United States impact on ""chemistry""",2019-09-10 15:11:00
208,189,,Searched,[],,,,,2019,9,10,15,11,1,,,search,latin american immigration United States impact on chemistry,2019-09-10 15:11:00
205,186,,Searched,[],,,,,2019,9,10,15,13,1,,,search,nyt,2019-09-10 15:13:00
204,185,,Visited,[],,,,,2019,9,10,15,13,1,,,search,"The New York Times - Breaking News, World News & Multimedia",2019-09-10 15:13:00
203,184,,Searched,[],,,,,2019,9,10,15,16,1,,,search,immigration science,2019-09-10 15:16:00
202,183,,Visited,[],,,,,2019,9,10,15,16,1,,,search,Science in the US is built on immigrants. Will they keep coming?,2019-09-10 15:16:00
201,182,,Searched,[],,,,,2019,9,10,15,18,1,,,search,latin immigration science,2019-09-10 15:18:00
200,181,,Searched,[],,,,,2019,9,10,15,18,1,,,search,latino immigration science,2019-09-10 15:18:00
199,180,,Visited,[],,,,,2019,9,10,15,19,1,,,search,How Latinos Are Shaping America's Future - National Geographic,2019-09-10 15:19:00
198,179,,Visited,[],,,,,2019,9,10,15,22,1,,,search,How Anti-Latino Rhetoric Hurts All Americans,2019-09-10 15:22:00
197,178,,Searched,[],,,,,2019,9,10,15,26,1,,,search,immigration psychology,2019-09-10 15:26:00
196,177,,Visited,[],,,,,2019,9,10,15,27,1,,,search,Immigrant paradox - Wikipedia,2019-09-10 15:27:00
195,176,,Searched,[],,,,,2019,9,10,16,10,1,,,search,national suicide awareness day,2019-09-10 16:10:00
194,175,,Searched,[],,,,,2019,9,10,16,49,1,,,search,suicide and feelings of loneliness,2019-09-10 16:49:00
193,174,,Searched,[],,,,,2019,9,10,17,11,1,,,search,niche topics about immigration,2019-09-10 17:11:00
191,172,,Visited,[],,,,,2019,9,10,17,12,1,,,search,What You Don't Know About Immigration | HuffPost,2019-09-10 17:12:00
192,173,,Searched,[],,,,,2019,9,10,17,12,1,,,search,what you don't know about immigration,2019-09-10 17:12:00
190,171,,Visited,[],,,,,2019,9,10,17,13,1,,,search,Infographic: Ten Things You Probably Didn't Know About Immigrants ...,2019-09-10 17:13:00
189,170,,Searched,[],,,,,2019,9,10,17,35,1,,,search,dear beautiful human,2019-09-10 17:35:00
188,169,,Searched,[],,,,,2019,9,10,17,39,1,,,search,dear beautiful human quotes,2019-09-10 17:39:00
187,168,,Searched,[],,,,,2019,9,10,20,30,1,,,search,latin immigration food,2019-09-10 20:30:00
186,167,,Searched,[],,,,,2019,9,10,20,32,1,,,search,latin immigration food you didn't know,2019-09-10 20:32:00
185,166,,Visited,[],,,,,2019,9,10,20,34,1,,,search,America Won't Solve Immigration By Loathing Latin Americans. Ask ...,2019-09-10 20:34:00
184,165,,Searched,[],,,,,2019,9,10,20,36,1,,,search,peruvian food immigration,2019-09-10 20:36:00
183,164,,Searched,[],,,,,2019,9,10,20,36,1,,,search,peruvian food immigration to US,2019-09-10 20:36:00
182,163,,Visited,[],,,,,2019,9,10,20,36,1,,,search,Peruvians and Peruvian Food in the United States – Cuzco Eats,2019-09-10 20:36:00
181,162,,Visited,[],,,,,2019,9,10,20,37,1,,,search,Google Search,2019-09-10 20:37:00
180,161,,Searched,[],,,,,2019,9,10,20,40,1,,,search,The Transnational Networks of Cultural Commodities: Peruvian Food in San Francisco,2019-09-10 20:40:00
179,160,,Visited,[],,,,,2019,9,10,20,41,1,,,search,The Transnational Networks of Cultural Commodities: Peruvian ...,2019-09-10 20:41:00
178,159,,Searched,[],,,,,2019,9,10,21,1,1,,,search,Inca Kola,2019-09-10 21:01:00
177,158,,Visited,[],,,,,2019,9,10,21,1,1,,,search,How Peru's Inca Kola Triumphed Over Coke - Gastro Obscura,2019-09-10 21:01:00
175,156,,Visited,[],,,,,2019,9,10,21,7,1,,,search,"Branding Lessons from Inca Kola, the Peruvian Soda That Bested ...",2019-09-10 21:07:00
176,157,,Searched,[],,,,,2019,9,10,21,7,1,,,search,inca kola immigration,2019-09-10 21:07:00
174,155,,Searched,[],,,,,2019,9,10,21,10,1,,,search,inca kola immigration USA,2019-09-10 21:10:00
172,153,,Searched,[],,,,,2019,9,10,21,11,1,,,search,inca kola presence uSA,2019-09-10 21:11:00
173,154,,Searched,[],,,,,2019,9,10,21,11,1,,,search,inca kola uSA,2019-09-10 21:11:00
171,152,,Searched,[],,,,,2019,9,10,21,12,1,,,search,culture of immigration,2019-09-10 21:12:00
170,151,,Visited,[],,,,,2019,9,10,21,12,1,,,search,Immigrants Have Enriched American Culture and Enhanced Our ...,2019-09-10 21:12:00
169,150,,Visited,[],,,,,2019,9,10,21,14,1,,,search,https://givingcompass.org/article/5-ways-immigration-actually-enhances-a-country-s-culture/,2019-09-10 21:14:00
168,149,,Visited,[],,,,,2019,9,10,21,14,1,,,search,http://scholar.google.com/scholar_url?url=https://www.researchgate.net/profile/Winnie_Kung/publication/275699933_The_Illness_Stigma_Culture_or_Immigration_Burdens_on_Chinese_American_Caregivers_of_Patients_With_Schizophrenia/links/57c4730a08aecd4514155a76/The-Illness-Stigma-Culture-or-Immigration-Burdens-on-Chinese-American-Caregivers-of-Patients-With-Schizophrenia.pdf&hl=en&sa=X&scisig=AAGBfm1l7fwY2U26Y50TRf_joWBR5DHHTw&nossl=1&oi=scholarr,2019-09-10 21:14:00
167,148,,Searched,[],,,,,2019,9,10,21,16,1,,,search,immigration gives start for food company,2019-09-10 21:16:00
166,147,,Searched,[],,,,,2019,9,10,21,17,1,,,search,brands built off of immigration,2019-09-10 21:17:00
165,146,,Searched,[],,,,,2019,9,10,21,18,1,,,search,brands that sell to immigrants,2019-09-10 21:18:00
164,145,,Visited,[],,,,,2019,9,10,21,18,1,,,search,https://www.alipes.com/blog/when-brands-sell-culture,2019-09-10 21:18:00
163,144,,Searched,[],,,,,2019,9,10,21,21,1,,,search,latin american immigration and animals,2019-09-10 21:21:00
162,143,,Searched,[],,,,,2019,9,10,21,40,1,,,search,latin american immigration and doga,2019-09-10 21:40:00
161,142,,Searched,[],,,,,2019,9,10,21,40,1,,,search,latin american immigration and dogs,2019-09-10 21:40:00
160,141,,Searched,[],,,,,2019,9,10,21,42,1,,,search,latin american immigration and pets,2019-09-10 21:42:00
159,140,,Visited,[],,,,,2019,9,10,21,43,1,,,search,https://www.avma.org/News/JAVMANews/Pages/100215e.aspx,2019-09-10 21:43:00
158,139,,Searched,[],,,,,2019,9,10,21,51,1,,,search,Latin american culture in the US,2019-09-10 21:51:00
157,138,,Visited,[],,,,,2019,9,10,21,55,1,,,search,Latino/Hispanic Culture in the U.S. · Career Training USA ...,2019-09-10 21:55:00
156,137,,Visited,[],,,,,2019,9,10,21,55,1,,,search,"Young Latinos: Born in the U.S.A., carving their own identity",2019-09-10 21:55:00
155,136,,Searched,[],,,,,2019,9,10,21,59,1,,,search,immigration paradox,2019-09-10 21:59:00
154,135,,Visited,[],,,,,2019,9,10,22,0,1,,,search,Immigrant paradox - Wikipedia,2019-09-10 22:00:00
153,134,,Visited,[],,,,,2019,9,10,22,0,1,,,search,The Immigration Paradox - Official Trailer - YouTube,2019-09-10 22:00:00
4,4,4.1111112,Watched,['News & Politics'],2.0,7.0,123.0,1501.0,2019,9,10,22,1,1,https://www.youtube.com/watch?v=qEJDXgh7LVY,,youtube,,2019-09-10 22:01:00
152,133,,Visited,[],,,,,2019,9,10,22,3,1,,,search,Watch The Immigration Paradox Online | Vimeo On Demand on Vimeo,2019-09-10 22:03:00
151,132,,Searched,[],,,,,2019,9,10,22,3,1,,,search,immigration paradox,2019-09-10 22:03:00
150,131,,Visited,[],,,,,2019,9,10,22,4,1,,,search,Immigration - American Psychological,2019-09-10 22:04:00
3,3,4.3522267,Watched,['Nonprofits & Activism'],40.0,207.0,611.0,52869.0,2019,9,10,22,5,1,https://www.youtube.com/watch?v=LFVoxezIxLU,,youtube,,2019-09-10 22:05:00
149,130,,Visited,[],,,,,2019,9,10,22,16,1,,,search,The Immigration Paradox - YouTube,2019-09-10 22:16:00
2,2,5.0,Watched,['News & Politics'],0.0,5.0,522.0,945.0,2019,9,10,22,16,1,https://www.youtube.com/watch?v=kGFuoJ374U4,,youtube,,2019-09-10 22:16:00
147,128,,Visited,[],,,,,2019,9,11,15,16,2,,,search,Disability Resources : University of Rochester,2019-09-11 15:16:00
148,129,,Searched,[],,,,,2019,9,11,15,16,2,,,search,office of disability resources university of rochester,2019-09-11 15:16:00
146,127,,Searched,[],,,,,2019,9,11,20,7,2,,,search,how old is the human species,2019-09-11 20:07:00
145,126,,Visited,[],,,,,2019,9,12,20,58,3,,,search,Google Search,2019-09-12 20:58:00
1,1,4.8864121,Watched,['Music'],200.0,6843.0,14476.0,1151616.0,2019,9,12,21,26,3,https://www.youtube.com/watch?v=rj7mo9GNQ-w,,youtube,,2019-09-12 21:26:00
144,125,,Searched,[],,,,,2019,9,13,17,41,4,,,search,recovery blog,2019-09-13 17:41:00
143,124,,Searched,[],,,,,2019,9,13,18,5,4,,,search,you notice more about yourself than people do about you,2019-09-13 18:05:00
142,123,,Visited,[],,,,,2019,9,13,18,5,4,,,search,6 Biases That Trick You Into Thinking You're Below Average And ...,2019-09-13 18:05:00
141,122,,Searched,[],,,,,2019,9,13,18,7,4,,,search,spotlight effect,2019-09-13 18:07:00
140,121,,Visited,[],,,,,2019,9,13,18,8,4,,,search,The Spotlight Effect | Psychology Today,2019-09-13 18:08:00
136,117,,Visited,[],,,,,2019,9,13,18,22,4,,,search,10 Toxic words that you should eliminate from your vocabulary now,2019-09-13 18:22:00
139,120,,Searched,[],,,,,2019,9,13,18,22,4,,,search,words to take out of your vocabulary,2019-09-13 18:22:00
138,119,,Searched,[],,,,,2019,9,13,18,22,4,,,search,"words to take out of your vocabulary ""should""",2019-09-13 18:22:00
137,118,,Searched,[],,,,,2019,9,13,18,22,4,,,search,"words to take out of your vocabulary ""should"" psychology",2019-09-13 18:22:00
135,116,,Visited,[],,,,,2019,9,13,18,23,4,,,search,https://www.businessinsider.com/6-words-to-remove-from-your-vocabulary-2014-5,2019-09-13 18:23:00
134,115,,Visited,[],,,,,2019,9,13,18,24,4,,,search,Should You Use This Word? It Decreases Your Effectiveness ...,2019-09-13 18:24:00
133,114,,Searched,[],,,,,2019,9,13,18,30,4,,,search,all food is healthy,2019-09-13 18:30:00
132,113,,Searched,[],,,,,2019,9,13,18,31,4,,,search,all food is healthy ed recovery,2019-09-13 18:31:00
131,112,,Visited,[],,,,,2019,9,13,18,31,4,,,search,Anorexia and the Diet Delusion: Healthy Eating Post-Recovery ...,2019-09-13 18:31:00
130,111,,Searched,[],,,,,2019,9,13,18,33,4,,,search,all food is healthy ed recovery,2019-09-13 18:33:00
129,110,,Visited,[],,,,,2019,9,13,18,33,4,,,search,Opinion | 'It's the Way We Were All Born Eating' - The New York Times,2019-09-13 18:33:00
128,109,,Searched,[],,,,,2019,9,13,18,48,4,,,search,spotlight effect,2019-09-13 18:48:00
127,108,,Searched,[],,,,,2019,9,13,19,3,4,,,search,ncbi,2019-09-13 19:03:00
126,107,,Visited,[],,,,,2019,9,13,19,3,4,,,search,National Center for Biotechnology Information,2019-09-13 19:03:00
125,106,,Searched,[],,,,,2019,9,13,19,5,4,,,search,intuitive eating improves health conditions journal article,2019-09-13 19:05:00
124,105,,Visited,[],,,,,2019,9,13,19,6,4,,,search,The Evidence for Intuitive Eating | Psychology Today,2019-09-13 19:06:00
123,104,,Visited,[],,,,,2019,9,13,19,7,4,,,search,The Relationship between Intuitive Eating and Health Indicators ...,2019-09-13 19:07:00
122,103,,Visited,[],,,,,2019,9,13,19,8,4,,,search,Size Acceptance and Intuitive Eating Improve Health for Obese ...,2019-09-13 19:08:00
121,102,,Visited,[],,,,,2019,9,13,19,9,4,,,search,Relationships between intuitive eating and health indicators ... - NCBI,2019-09-13 19:09:00
120,101,,Searched,[],,,,,2019,9,15,10,26,6,,,search,interesting effects of immigration,2019-09-15 10:26:00
119,100,,Visited,[],,,,,2019,9,15,10,27,6,,,search,Myths and Facts About Immigrants and Immigration (En Español),2019-09-15 10:27:00
118,99,,Searched,[],,,,,2019,9,15,10,29,6,,,search,surprising immigration facts,2019-09-15 10:29:00
117,98,,Visited,[],,,,,2019,9,15,10,29,6,,,search,Surprising immigration facts - American Psychological,2019-09-15 10:29:00
116,97,,Visited,[],,,,,2019,9,15,10,30,6,,,search,15 Surprising Facts About Immigration - BuzzFeed,2019-09-15 10:30:00
115,96,,Searched,[],,,,,2019,9,15,10,32,6,,,search,businesses that have arisen out of immigration,2019-09-15 10:32:00
114,95,,Visited,[],,,,,2019,9,15,10,32,6,,,search,8 The Social Dimensions of Immigration | The New Americans ...,2019-09-15 10:32:00
113,94,,Visited,[],,,,,2019,9,15,10,35,6,,,search,Unintended Consequences of US Immigration Policy: Explaining the ...,2019-09-15 10:35:00
112,93,,Searched,[],,,,,2019,9,15,10,38,6,,,search,aspects of culture,2019-09-15 10:38:00
111,92,,Searched,[],,,,,2019,9,15,10,38,6,,,search,use of spice in food with respect to immigration,2019-09-15 10:38:00
110,91,,Searched,[],,,,,2019,9,15,10,39,6,,,search,spicy foods latin america immigration,2019-09-15 10:39:00
109,90,,Visited,[],,,,,2019,9,15,10,39,6,,,search,Why is American food getting spicier? - Marginal REVOLUTION,2019-09-15 10:39:00
108,89,,Visited,[],,,,,2019,9,15,10,40,6,,,search,The Economist's chili pepper cover gets Hispanic Americans all ...,2019-09-15 10:40:00
107,88,,Searched,[],,,,,2019,9,15,10,42,6,,,search,how latin american immigration has changed cuisine,2019-09-15 10:42:00
106,87,,Visited,[],,,,,2019,9,15,10,42,6,,,search,Dietary Quality among Latinos: Is Acculturation Making us Sick?,2019-09-15 10:42:00
105,86,,Searched,[],,,,,2019,9,15,10,46,6,,,search,latino american immigration and mental health issues,2019-09-15 10:46:00
104,85,,Searched,[],,,,,2019,9,15,10,46,6,,,search,latin american immigration and mental health issues,2019-09-15 10:46:00
103,84,,Visited,[],,,,,2019,9,15,10,46,6,,,search,Hispanic immigrants in the USA: social and mental health ...,2019-09-15 10:46:00
102,83,,Visited,[],,,,,2019,9,15,10,47,6,,,search,Immigrants are less likely than US-born individuals to experience ...,2019-09-15 10:47:00
101,82,,Searched,[],,,,,2019,9,15,11,1,6,,,search,latin american immigration and health,2019-09-15 11:01:00
100,81,,Visited,[],,,,,2019,9,15,11,1,6,,,search,Latino Immigrants and the Paradox of Health Care in America,2019-09-15 11:01:00
99,80,,Searched,[],,,,,2019,9,15,11,3,6,,,search,latin american immigration and mental health,2019-09-15 11:03:00
98,79,,Searched,[],,,,,2019,9,15,11,11,6,,,search,past tense,2019-09-15 11:11:00
97,78,,Searched,[],,,,,2019,9,15,11,11,6,,,search,past tense spanish,2019-09-15 11:11:00
96,77,,Visited,[],,,,,2019,9,15,11,11,6,,,search,Spanish Preterite Tense | SpanishDict,2019-09-15 11:11:00
95,76,,Searched,[],,,,,2019,9,15,11,11,6,,,search,past tense tener,2019-09-15 11:11:00
94,75,,Searched,[],,,,,2019,9,15,11,14,6,,,search,past tense soy,2019-09-15 11:14:00
92,73,,Visited,[],,,,,2019,9,15,11,29,6,,,search,Haber Conjugation | Conjugate Haber in Spanish,2019-09-15 11:29:00
93,74,,Searched,[],,,,,2019,9,15,11,29,6,,,search,past tense haber,2019-09-15 11:29:00
91,72,,Searched,[],,,,,2019,9,15,11,38,6,,,search,upside down question mark windows,2019-09-15 11:38:00
90,71,,Searched,[],,,,,2019,9,15,11,39,6,,,search,accents on windows,2019-09-15 11:39:00
89,70,,Visited,[],,,,,2019,9,15,11,39,6,,,search,"How to type Spanish accents (+ those other fiddly symbols ü, ñ, ¿, ¡)",2019-09-15 11:39:00
88,69,,Searched,[],,,,,2019,9,15,11,50,6,,,search,healthy immigrant effect,2019-09-15 11:50:00
